"Dept Unit","Job Class","Exposure Type","Count","% of Total"
"TGH Psych-Neuropsych: 15630","CLINICAL PSYCH: 3737","TB-Exposure Confirmed/Actual","1","0.0"
"TGH Psych-Neuropsych: 15630","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"TGMG - Apollo Beach: 17721","MED ASST TECH 1: 5367","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG - Apollo Beach: 17721","OFFICE NURSE: 6400","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG - Apollo Beach: 17721","OFFICE NURSE: 6400","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG - Brandon: 17700","DEPARTMENT HUB RECORD: Dept","ENV-Exposure Source Unknown","1","0.0"
"TGMG - Cardiology: 17000","TRANSPLANT CARDIOLOGIST: 9040","EXP-Source Patient Test Only","1","0.0"
"TGMG - Cardiology: 17000","TRANSPLANT CARDIOLOGIST: 9040","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG - Carrollwood: 17703","MED ASST TECH 2: 5395","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG - Healthpark: 17705","Primary Care Physician: 9051","EXPMM- Mucous Membrane BBP","1","0.0"
"TGMG - Kennedy Family Care: 19009","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"TGMG - Phy Practice Plan: 18004","POOL OFFICE NURSE: 76400","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG - Riverview: 17707","ARNP Physician Services: 6417","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG - Riverview: 17707","MED ASST TECH 2: 5395","TB-Exposure Confirmed/Actual","3","0.1"
"TGMG - Riverview: 17707","Office Supervisor 2: 6436","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG - Riverview: 17707","PHYSICIAN SUPPORT SPECIALIST 1: 6401","TB-Exposure Confirmed/Actual","3","0.1"
"TGMG - Riverview: 17707","Primary Care Physician: 9051","TB-Exposure Confirmed/Actual","2","0.1"
"TGMG - South Tampa: 17708","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"TGMG - Sun City: 17709","MED ASST TECH 1: 5367","CD-Pertussis Exposur Confirmed","3","0.1"
"TGMG - Sun City: 17709","MED ASST TECH 2: 5395","CD-Pertussis Exposur Confirmed","2","0.1"
"TGMG - Sun City: 17709","OFFICE NURSE: 6400","CD-Pertussis Exposur Confirmed","1","0.0"
"TGMG - Sun City: 17709","PHYSICIAN SUPPORT SPECIALIST 1: 6401","CD-Pertussis Exposur Confirmed","1","0.0"
"TGMG - Surgery: 17005","ARNP PHYSICIAN SVCS: 6417","CD-Pertussis Exposur Confirmed","2","0.1"
"TGMG - Surgery: 17005","ARNP PHYSICIAN SVCS: 6417","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG - Surgery: 17005","PROCUREMENT & REARCH PHYSICIAN: 9045","CD-Pertussis Exposur Confirmed","1","0.0"
"TGMG - Surgery: 17005","TRANSPLANT SURGEON: 9043","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG - Trinity: 17713","AMBULATORY MED ASST 1: 5601","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG - Wesley Chapel: 17711","MED ASST TECH 2: 5395","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG - Westchase: 17712","MED ASST TECH 1: 5367","ENV-Exposure To Chemical","1","0.0"
"TGMG - Westchase: 17712","MED ASST TECH 2: 5395","ENV-Exposure To Chemical","2","0.1"
"TGMG - Westchase: 17712","OFFICE NURSE: 6400","ENV-Exposure To Chemical","1","0.0"
"TGMG - Westchase: 17712","OFFICE SUPERVISOR: 6409","ENV-Exposure To Chemical","1","0.0"
"TGMG - Westchase: 17712","PHYSICIAN SUPPORT SPECIALIST 1: 6401","ENV-Exposure To Chemical","1","0.0"
"TGMG Brandon Healthplex: 18500","MED ASST TECH 1: 5367","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG Brandon Healthplex: 18500","PHYSICIAN SUPPORT SPECIALIST 1: 6401","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG- L ARROYO MD: 17431","TRANSPLANT CARDIOLOGIST: 9040","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG- MIDLEVEL NEPHROLOGY: 17903","ARNP PHYSICIAN SVCS: 6417","CD-Pertussis Exposur Confirmed","1","0.0"
"TGMG- MIDLEVEL NEPHROLOGY: 17903","ARNP PHYSICIAN SVCS: 6417","TB-Exposure Confirmed/Actual","4","0.2"
"TGMG- P JAIN MD: 17485","TRANSPLANT NEPHROLOGIST: 9042","CD-Pertussis Exposur Confirmed","1","0.0"
"TGMG-AP TURNER MD: 17503","TRANSPLANT PHYSICIAN: 9049","EXP-Source Patient Test Only","1","0.0"
"TGMG-AP TURNER MD: 17503","TRANSPLANT PHYSICIAN: 9049","EXPMM- Mucous Membrane BBP","1","0.0"
"TGMG-AP TURNER MD: 17503","TRANSPLANT PHYSICIAN: 9049","EXPNS-Needlestick/Sharp BBP","4","0.2"
"TGMG-AP TURNER MD: 17503","TRANSPLANT PHYSICIAN: 9049","Unspecified","3","0.1"
"TGMG-AP TURNER MD: 17503","TRANSPLANT SURGEON: 9043","EXP-Source Patient Test Only","1","0.0"
"TGMG-AP TURNER MD: 17503","TRANSPLANT SURGEON: 9043","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG-B. PACHENCE MD: 17472","PRIMARY CARE PHYSICIAN: 9051","CD-Pertussis Exposur Confirmed","1","0.0"
"TGMG-D ALVERANGA MD: 17403","TRANSPLANT NEPHROLOGIST: 9042","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG-H PEARSON MD: 17407","TRANSPLANT SURGEON: 9043","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG-J AHMED MD: 17401","TRANSPLANT NEPHROLOGIST: 9042","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG-L BELTRAN: 17461","TRANSPLANT NEPHROLOGIST: 9042","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG-Lataura Atwell-Small MD: 17555","PRIMARY CARE PHYSICIAN: 9051","ENV-Exposure To Chemical","1","0.0"
"TGMG-MIDLEVEL CARDIOLOGY: 17901","ARNP PHYSICIAN SVCS: 6417","TB-Exposure Confirmed/Actual","1","0.0"
"TGMG-MIDLEVEL CARDIOLOGY: 17901","PHYSICIAN ASSISTANT PHY SVCS: 6418","ENV-Exposure To Chemical","1","0.0"
"TGMG-MIDLEVEL SURGERY: 17904","ARNP PHYSICIAN SVCS: 6417","EXPMM- Mucous Membrane BBP","1","0.0"
"TGMG-MIDLEVEL SURGERY: 17904","ARNP PHYSICIAN SVCS: 6417","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG-MIDLEVEL SURGERY: 17904","ARNP: 5300","EXPNS-Needlestick/Sharp BBP","1","0.0"
"TGMG-S FRANCO MD: 17409","TRANSPLANT SURGEON: 9043","EXPNS-Needlestick/Sharp BBP","2","0.1"
"Transfer Center: 20735","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"Transplant - Abdominal Clinic: 16136","MED ASST TECH 1: 5367","EXP- No Exposure","1","0.0"
"Transplant - Administration: 19400","ADMIN TRANSPLANT PRG: 5893","TB-Exposure Confirmed/Actual","1","0.0"
"Transplant - Administration: 19400","SECRETARY: 132","ENV-Exposure Source Unknown","1","0.0"
"Transplant - Administration: 19400","Unspecified: Job Class","ENV-Exposure Source Unknown","2","0.1"
"Transplant - Lung: 16200","NURSE MGR: 5322","TB-Exposure Confirmed/Actual","1","0.0"
"Transplant - Lung: 16200","TRANSPLANT ASST: 5378","ENV-Exposure Source Unknown","1","0.0"
"Transplant - Lung: 16200","TRANSPLANT COORD: 5377","TB-Exposure Confirmed/Actual","2","0.1"
"Transplant - Thoracic Clinic: 16191","AMBULATORY MED ASST 1: 5601","CD-Pertussis Exposur Confirmed","1","0.0"
"Transplant - Thoracic Clinic: 16191","AMBULATORY RN CARE COORD: 5611","CD-Pertussis Exposur Confirmed","2","0.1"
"Transplant - Thoracic Clinic: 16191","LPN: 5331","CD-Pertussis Exposur Confirmed","1","0.0"
"Transplant - Thoracic Clinic: 16191","MED ASST TECH 1: 5367","CD-Pertussis Exposur Confirmed","2","0.1"
"Transplant - Thoracic Clinic: 16191","MED ASST TECH 2: 5395","CD-N.Meningitis  Exp Confirmed","1","0.0"
"Transplant - Thoracic Clinic: 16191","MED ASST TECH 2: 5395","TB-Exposure Confirmed/Actual","1","0.0"
"Transplant - Thoracic Clinic: 16191","OFFICE NURSE-LPN: 6406","CD-N.Meningitis  Exp Confirmed","1","0.0"
"Transplant - Thoracic Clinic: 16191","OFFICE NURSE-LPN: 6406","TB-Exposure Confirmed/Actual","1","0.0"
"Transplant - Thoracic Clinic: 16191","OFFICE NURSE: 6400","TB-Exposure Confirmed/Actual","1","0.0"
"Transplant - Thoracic Clinic: 16191","PHYSICIAN SUPPORT SPECIALIST 1: 6401","TB-Exposure Confirmed/Actual","1","0.0"
"Transplant - Thoracic Clinic: 16191","Unspecified: Job Class","ENV-Exposure Source Unknown","2","0.1"
"Transplant 1 7F1 8F1: 10330","CARDIAC MONITOR TECH: 5349","CD-Scabies Exposure Confirmed","4","0.2"
"Transplant 1 7F1 8F1: 10330","CARDIAC MONITOR TECH: 5349","TB-Exposure Confirmed/Actual","7","0.3"
"Transplant 1 7F1 8F1: 10330","CLINICAL NURSE (RN): 5334","CD-Pertussis Exposur Confirmed","5","0.2"
"Transplant 1 7F1 8F1: 10330","CLINICAL NURSE (RN): 5334","CD-Scabies Exposure Confirmed","22","0.8"
"Transplant 1 7F1 8F1: 10330","CLINICAL NURSE (RN): 5334","CD-Scabies Norwegian Exposure","4","0.2"
"Transplant 1 7F1 8F1: 10330","CLINICAL NURSE (RN): 5334","EXP- No Exposure","2","0.1"
"Transplant 1 7F1 8F1: 10330","CLINICAL NURSE (RN): 5334","EXP- Not considered  BBP Exp","1","0.0"
"Transplant 1 7F1 8F1: 10330","CLINICAL NURSE (RN): 5334","EXPMM- Mucous Membrane BBP","4","0.2"
"Transplant 1 7F1 8F1: 10330","CLINICAL NURSE (RN): 5334","EXPNS-Needlestick/Sharp BBP","11","0.4"
"Transplant 1 7F1 8F1: 10330","CLINICAL NURSE (RN): 5334","TB-Exposure Confirmed/Actual","46","1.7"
"Transplant 1 7F1 8F1: 10330","CLINICAL UNIT EDUCATOR: 327","CD-Scabies Exposure Confirmed","1","0.0"
"Transplant 1 7F1 8F1: 10330","CLINICAL UNIT EDUCATOR: 327","Unspecified","1","0.0"
"Transplant 1 7F1 8F1: 10330","CLINICIAN: 5371","CD-Scabies Exposure Confirmed","3","0.1"
"Transplant 1 7F1 8F1: 10330","CLINICIAN: 5371","CD-Scabies Norwegian Exposure","1","0.0"
"Transplant 1 7F1 8F1: 10330","CLINICIAN: 5371","TB-Exposure Confirmed/Actual","5","0.2"
"Transplant 1 7F1 8F1: 10330","NURSE MGR: 5322","CD-Scabies Exposure Confirmed","1","0.0"
"Transplant 1 7F1 8F1: 10330","NURSE MGR: 5322","TB-Exposure Confirmed/Actual","1","0.0"
"Transplant 1 7F1 8F1: 10330","NURSE TECH - R1: 5380","CD-Scabies Exposure Confirmed","2","0.1"
"Transplant 1 7F1 8F1: 10330","NURSE TECH - R1: 5380","EXP- Not considered  BBP Exp","1","0.0"
"Transplant 1 7F1 8F1: 10330","NURSE TECH-CN: 5351","EXPMM- Mucous Membrane BBP","1","0.0"
"Transplant 1 7F1 8F1: 10330","PATIENT CARE TECH: 5342","CD-Pertussis Exposur Confirmed","1","0.0"
"Transplant 1 7F1 8F1: 10330","PATIENT CARE TECH: 5342","CD-Scabies Exposure Confirmed","11","0.4"
"Transplant 1 7F1 8F1: 10330","PATIENT CARE TECH: 5342","CD-Scabies Norwegian Exposure","7","0.3"
"Transplant 1 7F1 8F1: 10330","PATIENT CARE TECH: 5342","EXP- Not considered  BBP Exp","1","0.0"
"Transplant 1 7F1 8F1: 10330","PATIENT CARE TECH: 5342","EXPNS-Needlestick/Sharp BBP","2","0.1"
"Transplant 1 7F1 8F1: 10330","PATIENT CARE TECH: 5342","EXPS-Skin Exposure BBP","1","0.0"
"Transplant 1 7F1 8F1: 10330","PATIENT CARE TECH: 5342","TB-Exposure Confirmed/Actual","15","0.6"
"Transplant 1 7F1 8F1: 10330","POOL RN-C: 75363","TB-Exposure Confirmed/Actual","1","0.0"
"Trauma Administration: 11800","ARNP: 5300","EXPMM- Mucous Membrane BBP","1","0.0"
"Unspecified: Dept Unit","Certified RN Anesthetist: CRNA","TB-Exposure Confirmed/Actual","1","0.0"
"Unspecified: Dept Unit","CLINICAL NURSE (RN): 5334","CD-N.Meningitis No Exposure","1","0.0"
"Unspecified: Dept Unit","CLINICAL NURSE (RN): 5334","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Unspecified: Dept Unit","NonTGH-HR-Embryologist: Embryo","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Unspecified: Dept Unit","NonTGH-Patient: NONTGH-PT","EXP- Patient Exp To HCW/Other","1","0.0"
"Unspecified: Dept Unit","NonTGH-Patient: NONTGH-PT","EXP-Patient Visitor Exposure","2","0.1"
"Unspecified: Dept Unit","NonTGH-Patient: NONTGH-PT","EXP-Source Patient Test Only","1","0.0"
"Unspecified: Dept Unit","NonTGH-Patient: NONTGH-PT","Unspecified","1","0.0"
"Unspecified: Dept Unit","NonTGH-Physician (Private): NonTGH-MD","EXP-Source Patient Test Only","1","0.0"
"Unspecified: Dept Unit","NonTGH-Student (Other): NONTGH-STO","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Unspecified: Dept Unit","NonTGH-Student (SRNA/CRNA): NONTGH-SRN","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Unspecified: Dept Unit","NonTGH-Visitor: Non-Tgh Visi","EXP- No Exposure","1","0.0"
"Unspecified: Dept Unit","NonTGH-Visitor: Non-Tgh Visi","EXP- Patient Exp To HCW/Other","1","0.0"
"Unspecified: Dept Unit","NonTGH-Visitor: Non-Tgh Visi","EXP-Patient Visitor Exposure","1","0.0"
"Unspecified: Dept Unit","NonTGH-Volunteer: NONTGH-VOL","CD-N.Meningitis  Exp Confirmed","1","0.0"
"Unspecified: Dept Unit","Physician - Attending: MD","EXP- Not considered  BBP Exp","1","0.0"
"Unspecified: Dept Unit","Physician - Fellow: FEL","EXP- Not considered  BBP Exp","1","0.0"
"Unspecified: Dept Unit","Resident: NTR","EXP-Source Patient Test Only","3","0.1"
"Unspecified: Dept Unit","Resident: NTR","Unspecified","1","0.0"
"Unspecified: Dept Unit","Unspecified: Job Class","CD-N.Meningitis  Exp Confirmed","3","0.1"
"Unspecified: Dept Unit","Unspecified: Job Class","CD-Pertussis Exposur Confirmed","2","0.1"
"Unspecified: Dept Unit","Unspecified: Job Class","CD-Scabies Exposure Confirmed","2","0.1"
"Unspecified: Dept Unit","Unspecified: Job Class","ENV-Exposure Source Unknown","8","0.3"
"Unspecified: Dept Unit","Unspecified: Job Class","EXP- No Exposure","3","0.1"
"Unspecified: Dept Unit","Unspecified: Job Class","EXP- Not considered  BBP Exp","2","0.1"
"Unspecified: Dept Unit","Unspecified: Job Class","EXP- Patient Exp To HCW/Other","1","0.0"
"Unspecified: Dept Unit","Unspecified: Job Class","EXP-Patient Visitor Exposure","9","0.3"
"Unspecified: Dept Unit","Unspecified: Job Class","EXP-Source Patient Test Only","9","0.3"
"Unspecified: Dept Unit","Unspecified: Job Class","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Unspecified: Dept Unit","Unspecified: Job Class","TB-Exposure Confirmed/Actual","7","0.3"
"Unspecified: Dept Unit","Unspecified: Job Class","Unspecified","10","0.4"
"Unspecified: Dept Unit","VOLUNTEER SUPPT ASST: 5530","CD-N.Meningitis  Exp Confirmed","1","0.0"
"Utilization Management: 20115","UM ASSOCIATE 1: 6733","ENV-Exposure Source Unknown","1","0.0"
"Vascular Access Team: 13400","CLINICIAN,VASC ACCESS TM: 5369","CD-Pertussis Exposur Confirmed","1","0.0"
"Vascular Access Team: 13400","CLINICIAN,VASC ACCESS TM: 5369","EXPMM- Mucous Membrane BBP","1","0.0"
"Vascular Access Team: 13400","CLINICIAN,VASC ACCESS TM: 5369","EXPNIS- Non-Intact Skin BBP","1","0.0"
"Vascular Access Team: 13400","CLINICIAN,VASC ACCESS TM: 5369","EXPNS-Needlestick/Sharp BBP","7","0.3"
"Vascular Access Team: 13400","CLINICIAN,VASC ACCESS TM: 5369","TB-Exposure Confirmed/Actual","2","0.1"
"Vascular Access Team: 13400","NURSE MGR: 5322","CD-Pertussis Exposur Confirmed","1","0.0"
"Vascular ICU 9C2: 10515","CLINICAL NURSE (RN): 5334","ENV-Exposure To Chemical","1","0.0"
"Vascular ICU 9C2: 10515","CLINICAL NURSE (RN): 5334","EXP- Not considered  BBP Exp","2","0.1"
"Vascular ICU 9C2: 10515","CLINICAL NURSE (RN): 5334","EXPMM- Mucous Membrane BBP","9","0.3"
"Vascular ICU 9C2: 10515","CLINICAL NURSE (RN): 5334","EXPNS-Needlestick/Sharp BBP","3","0.1"
"Vascular ICU 9C2: 10515","CLINICAL NURSE (RN): 5334","EXPS-Skin Exposure BBP","2","0.1"
"Vascular ICU 9C2: 10515","CLINICIAN: 5371","EXPMM- Mucous Membrane BBP","1","0.0"
"Vascular ICU 9C2: 10515","CLINICIAN: 5371","EXPNS-Needlestick/Sharp BBP","2","0.1"
"Vascular ICU 9C2: 10515","CLINICIAN: 5371","EXPS-Skin Exposure BBP","1","0.0"
"Vascular Surg Acute Care 9C1: 10740","CLINICAL NURSE (RN): 5334","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Vascular Surg Acute Care 9C1: 10740","Orientation RN: 5401","EXPMM- Mucous Membrane BBP","1","0.0"
"WFH: 27100","NonTGH-Student (Nursing): Nsg Stude","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Women's Center OR: 11430","CLINICAL NURSE (RN): 5334","EXPMM- Mucous Membrane BBP","1","0.0"
"Women's Center OR: 11430","Surgical Tech 2: 5978","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Women's Center OR: 11430","Surgical Tech 3: 5979","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Women's Center OR: 11430","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"Workers Comp And Leaves: 21006","LEAVE COORDINATOR: 1303","ENV-Exposure Source Unknown","4","0.2"
"Workers Comp And Leaves: 21006","TEMP EHS SPECIALIST: 10317","ENV-Exposure Source Unknown","1","0.0"
"Workers Comp And Leaves: 21006","Unspecified: Job Class","ENV-Exposure Source Unknown","2","0.1"
